geoid,cong_dist_id
360811507022012,3
360811507022013,3
360811507022014,3
360811507022015,3
360811507022016,3
360811507023000,3
360811507023001,3
360811507023002,3
360811507023003,3
360811507023004,3
360811507023005,3
360811507023006,3
360811507023007,3
360811507023008,3
360811507023009,3
360811507023010,3
360811507023011,3
360811507023012,3
360811507023013,3
360811507023014,3
360811507023015,3
360811507024000,3
360811507024001,3
360811507024002,3
360811507024003,3
360811507024004,3
360811507024005,3
360811507024006,3
360811507024007,3
360811507024008,3
360811507024009,3
360811507024010,3
360811529011000,3
360811529011001,3
360811529011002,3
360811529011003,3
360811529011004,3
360811529011005,3
360811529011006,3
360811529011007,3
360811529011008,3
360811529011009,3
360811529011010,3
360811529011011,3
360811529011012,3
360811529011013,3
360811529011014,3
360811529011015,3
360811529011016,3
360811529011017,3
360811529011018,3
360811529011019,3
360811529012000,3
360811529012001,3
360811529012002,3
360811529012003,3
360811529012004,3
360811529012005,3
360811529012006,3
360811529012007,3
360811529012008,3
360811529012009,3
360811529012010,3
360811529013000,3
360811529013001,3
360811529013002,3
360811529013003,3
360811529013004,3
360811529013005,3
360811529013006,3
360811529013007,3
360811529013008,3
360811529013009,3
360811529013010,3
360811529013011,3
360811529021000,3
360811529021001,3
360811529021002,3
360811529021003,3
360811529021004,3
360811529021005,3
360811529021006,3
360811529021007,3
360811529021008,3
360811529021009,3
360811529021010,3
360811529022000,3
360811529022001,3
360811529022002,3
360811529022003,3
360811529022004,3
360811529022005,3
360811529022006,3
360811529022007,3
360811529022008,3
360811529022009,3
360811529022010,3
360811529022011,3
360811529022012,3
360811529022013,3
360811529022014,3
360811529022015,3
360811529023000,3
360811529023001,3
360811529023002,3
360811529023003,3
360811529023004,3
360811529023005,3
360811529023006,3
360811529023007,3
360811529023008,3
360811529023009,3
360811529023010,3
360811529023011,3
360811529023012,3
360811529023013,3
360811529023014,3
360811529024000,3
360811529024001,3
360811529024002,3
360811529024003,3
360811529024004,3
360811529024005,3
360811551011000,3
360811551011001,3
360811551011002,3
360811551011003,3
360811551021000,3
360811551021001,3
360811551021002,3
360811551021003,3
360811551021004,3
360811551021005,3
360811551021006,3
360811551022000,3
360811551022001,3
360811551022002,3
360811551022003,3
360811551022004,3
360811551022005,3
360811551022006,3
360811551022007,3
360811551022008,3
360811551022009,3
360811551022010,3
360811551022011,3
360811551023000,3
360811551023001,3
360811551023002,3
360811551023003,3
360811551023004,3
360811551023005,3
360811551023006,3
360811551023007,3
360811551023008,3
360811551023009,3
360811551023010,3
360811551023011,3
360811551023012,3
360811551023013,3
360811551023014,3
360811551023015,3
360811551023016,3
360811551023017,3
360811551023018,3
360811551023019,3
360811551023020,3
360811551023021,3
360811551024000,3
360811551024001,3
360811551024002,3
360811551024003,3
360811551024004,3
360811551024005,3
360811551024006,3
360811551025000,3
360811551025001,3
360811551025002,3
360811551025003,3
360811551026000,3
360811551026001,3
360811551026002,3
360811567001000,3
360811567001001,3
360811567001002,3
360811567001003,3
360811567001004,3
360811567001005,3
360811567001006,3
360811567001007,3
360811567001008,3
360811567001009,3
360811567001010,3
360811567001011,3
360811567001012,3
360811567001013,3
360811567001014,3
360811567001015,3
360811571011000,3
360811571011001,3
360811571011002,3
360811571011003,3
360811571011004,3
360811571012000,3
360811571012001,3
360811571012002,3
360811571012003,3
360811571012004,3
360811571012005,3
360811571012006,3
360811571013000,3
360811571013001,3
360811571014000,3
360811571014001,3
360811571014002,3
360811571014003,3
360811571014004,3
360811571014005,3
360811571014006,3
360811571014007,3
360811571014008,3
360811571014009,3
360811571014010,3
360811571014011,3
360811571014012,3
360811571014013,3
360811571014014,3
360811571014015,3
360811571014016,3
360811571014017,3
360811571015000,3
360811571015001,3
360811571015002,3
360811571015003,3
360811571015004,3
360811571015005,3
360811571015006,3
360811571015007,3
360811571015008,3
360811571015009,3
360811571015010,3
360811571015011,3
360811571016000,3
360811571016001,3
360811571016002,3
360811571016003,3
360811571016004,3
360811571016005,3
360811571016006,3
360811571016007,3
360811571016008,3
360811571016009,3
360811571016010,3
360811571016011,3
360811571016012,3
360811571016013,3
360811571016014,3
360811571017000,3
360811571017001,3
360811571017002,3
360811571017003,3
360811571017004,3
360811571017005,3
360811571017006,3
360811571017007,3
360811571017008,3
360811571017009,3
360811571017010,3
360811571017011,3
360811571017012,3
360811571017013,3
360811571018000,3
360811571018001,3
360811571018002,3
360811571018003,3
360811571018004,3
360811571018005,3
360811571018006,3
360811571018007,3
360811571018008,3
360811571018009,3
360811571018010,3
360811571018011,3
360811571018012,3
360811571018013,3
360811571021000,3
360811571021001,3
360811571021002,3
360811571021003,3
360811571021004,3
360811571021005,3
360811571021006,3
360811571021007,3
360811571021008,3
360811571021009,3
360811571021010,3
360811571022000,3
360811571022001,3
360811571022002,3
360811571022003,3
360811571022004,3
360811571022005,3
360811571022006,3
360811571022007,3
360811571022008,3
360811571022009,3
360811571022010,3
360811579011000,3
360811579011001,3
360811579011002,3
360811579011003,3
360811579011004,3
360811579011005,3
360811579011006,3
360811579011007,3
360811579011008,3
360811579011009,3
360811579012000,3
360811579012001,3
360811579012002,3
360811579012003,3
360811579012004,3
360811579012005,3
360811579012006,3
360811579012007,3
360811579012008,3
360811579013000,3
360811579013001,3
360811579013002,3
360811579013003,3
360811579013004,3
360811579013005,3
360811579013006,3
360811579013007,3
360811579014000,3
360811579014001,3
360811579014002,3
360811579014003,3
360811579014004,3
360811579014005,3
360811579014006,3
360811579014007,3
360811579015000,3
360811579015001,3
360811579015002,3
360811579015003,3
360811579015004,3
360811579015005,3
360811579015006,3
360811579015007,3
360811579015008,3
360811579016000,3
360811579016001,3
360811579016002,3
360811579016003,3
360811579016004,3
360811579016005,3
360811579016006,3
360811579016007,3
360811579016008,3
360811579016009,3
360811579016010,3
360811579016011,3
360811579016012,3
360811579016013,3
360811579016014,3
360811579016015,3
360811579016016,3
360811579016017,3
360811579021000,3
360811579021001,3
360811579021002,3
360811579021003,3
360811579021004,3
360811579021005,3
360811579021006,3
360811579021007,3
360811579021008,3
360811579021009,3
360811579021010,3
360811579021011,3
360811579022000,3
360811579022001,3
360811579022002,3
360811579022003,3
360811579022004,3
360811579022005,3
360811579022006,3
360811579022007,3
360811579022008,3
360811579023000,3
360811579023001,3
360811579023002,3
360811579023003,3
360811579023004,3
360811579023005,3
360811579023006,3
360811579023007,3
360811579023008,3
360811579024000,3
360811579024001,3
360811579024002,3
360811579024003,3
360811579024004,3
360811579024005,3
360811579024006,3
360811579024007,3
360811579024008,3
360811579024009,3
360811579025000,3
360811579025001,3
360811579025002,3
360811579025003,3
360811579025004,3
360811579025005,3
360811579025006,3
360811579025007,3
360811579025008,3
360811579031000,3
360811579031001,3
360811579031002,3
360811579031003,3
360811579031004,3
360811579031005,3
360811579031006,3
360811579031007,3
360811579031008,3
360811579031009,3
360811579031010,3
360811579031011,3
360811579031012,3
360811579031013,3
360811579031014,3
360811579031015,3
360811579031016,3
360811579032000,3
360811579032001,3
360811579032002,3
360811579032003,3
360811579032004,3
360811579032005,3
360811579032006,3
360811579032007,3
360811579032008,3
360811579032009,3
360811579033000,3
360811579033001,3
360811579033002,3
360811579033003,3
360811579033004,3
360811579033005,3
360811579033006,3
360811579033007,3
360811579033008,3
360811579033009,3
360811579033010,3
360811579033011,3
360811579033012,3
360811579033013,3
360811579034000,3
360811579034001,3
360811579034002,3
360811579034003,3
360811579034004,3
360811579034005,3
360811579034006,3
360811579034007,3
360811579034008,3
360811579034009,3
360811579034010,3
360811579034011,3
360811617001000,3
360811617001001,3
360811617001002,3
360811617001003,3
360811617001004,3
360811617001005,3
360811617001006,3
360811617001007,3
360811617001008,3
360811617001009,3
360811617001010,3
360811617001011,3
360811617001012,3
360811617001013,3
360811617001014,3
360811617001015,3
360811617001016,3
360811617001017,3
360811617002000,3
360811617002001,3
360811617002002,3
360811617002003,3
360811617002004,3
360811617002005,3
360811617002006,3
360811617002007,3
360811617002008,3
360811617002009,3
360811617003000,3
360811617003001,3
360811617003002,3
360811617003003,3
360811617003004,3
360811617003005,3
360811617003006,3
360811617003007,3
360811617003008,3
360811617003009,3
360811617003010,3
360811617004000,3
360811617004001,3
360811617004002,3
360811617004003,3
360811617004004,3
360811617004005,3
360811617004006,3
360811617004007,3
360811617004008,3
360811617004009,3
360811617004010,3
360811617004011,3
360811621001000,3
360811621001001,3
360811621001002,3
360811621001003,3
360811621001004,3
360811621001005,3
360811621001006,3
360811621001007,3
360811621001008,3
360811621001009,3
360811621001010,3
360811621001011,3
360811621002000,3
360811621002001,3
360811621002002,3
360811621002003,3
360811621002004,3
360811621002005,3
360811621002006,3
360811621002007,3
360811621002008,3
360811621003000,3
360811621003001,3
360811621003002,3
360811621003003,3
360811621003004,3
360811621003005,3
360811621003006,3
360811621003007,3
360811621004000,3
360811621004001,3
360811621004002,3
360811621004003,3
360811621004004,3
360811621004005,3
360811621004006,3
360811621004007,3
360811621004008,3
360811621004009,3
360811621005000,3
360810026001003,5
360810026001004,5
360810026001005,5
360810026001006,5
360810026002000,5
360810026002001,5
360810086001000,5
360810086002000,5
360810094001000,5
360810094001001,5
360810094001002,5
360810094001003,5
360810094001004,5
360810094001005,5
360810094001006,5
360810094002000,5
360810094002001,5
360810094002002,5
360810094002003,5
360810094002004,5
360810096001000,5
360810096001001,5
360810096001002,5
360810096001003,5
360810096001004,5
360810096001005,5
360810096001006,5
360810096002000,5
360810096002001,5
360810096002002,5
360810096002003,5
360810096002004,5
360810096002005,5
360810098001000,5
360810098001001,5
360810098001002,5
360810098001003,5
360810098001004,5
360810098001005,5
360810098002000,5
360810098002001,5
360810098002002,5
360810098002003,5
360810098002004,5
360810100001000,5
360810100001001,5
360810100001002,5
360810100001003,5
360810100001004,5
360810100001005,5
360810100001006,5
360810100002000,5
360810100002001,5
360810100002002,5
360810100002003,5
360810100002004,5
360810100002005,5
360810102001000,5
360810102001001,5
360810102001002,5
360810102001003,5
360810102001004,5
360810102001005,5
360810102001006,5
360810102001007,5
360810102001008,5
360810102001009,5
360810102001010,5
360810102002000,5
360810102002001,5
360810102002002,5
360810102002003,5
360810102002004,5
360810102002005,5
360810102002006,5
360810104001000,5
360810104001001,5
360810104001002,5
360810104001003,5
360810104002000,5
360810104002001,5
360810104002002,5
360810104002003,5
360810104002004,5
360810104002005,5
360810106001000,5
360810106001001,5
360810106001002,5
360810106001003,5
360810106001004,5
360810106002000,5
360810106002001,5
360810106002002,5
360810106002003,5
360810106002004,5
360810108001000,5
360810108001001,5
360810108001002,5
360810108002000,5
360810108002001,5
360810108002002,5
360810108002003,5
360810108002004,5
360810110001000,5
360810110001001,5
360810110001002,5
360810110001003,5
360810110002000,5
360810110002001,5
360810110002002,5
360810110002003,5
360810110002004,5
360810110002005,5
360810112001000,5
360810112001001,5
360810112001002,5
360810112001003,5
360810112002000,5
360810112002001,5
360810112002002,5
360810112002003,5
360810112002004,5
360810112002005,5
360810114001000,5
360810114001001,5
360810114001002,5
360810114001003,5
360810114001004,5
360810114001005,5
360810114001006,5
360810114001007,5
360810114001008,5
360810114001009,5
360810114001010,5
360810116001000,5
360810116001001,5
360810116001002,5
360810116001003,5
360810116001004,5
360810116001005,5
360810116002000,5
360810116002001,5
360810116002002,5
360810116002003,5
360810116002004,5
360810118001000,5
360810118001001,5
360810118001002,5
360810118001003,5
360810118001004,5
360810118002000,5
360810118002001,5
360810118002002,5
360810118002003,5
360810118002004,5
360810118002005,5
360810120001000,5
360810120001001,5
360810120001002,5
360810120001003,5
360810120002000,5
360810120002001,5
360810120002002,5
360810120002003,5
360810120002004,5
360810120002005,5
360810122001000,5
360810122001001,5
360810122001002,5
360810122001003,5
360810122001004,5
360810122001005,5
360810122002000,5
360810122002001,5
360810122002002,5
360810122002003,5
360810122002004,5
360810122002005,5
360810124001000,5
360810124001001,5
360810124001002,5
360810124001003,5
360810124001004,5
360810124002000,5
360810124002001,5
360810124002002,5
360810124002003,5
360810124002004,5
360810126011000,5
360810126011001,5
360810126011002,5
360810126012000,5
360810126012001,5
360810126012002,5
360810126021000,5
360810126021001,5
360810126021002,5
360810126022000,5
360810126022001,5
360810126022002,5
360810126022003,5
360810126022004,5
360810126022005,5
360810128001003,5
360810128001004,5
360810128001005,5
360810128002000,5
360810128002001,5
360810128002002,5
360810128002003,5
360810130001005,5
360810130001006,5
360810130001007,5
360810130002000,5
360810130002001,5
360810130002002,5
360810130002003,5
360810130002004,5
360810130002005,5
360810132001006,5
360810132001007,5
360810132002004,5
360810132002005,5
360810132002007,5
360810132002008,5
360810132002009,5
360810132002010,5
360810132002011,5
360810132002012,5
360810132002013,5
360810132002014,5
360810142011000,5
360810142011001,5
360810142011002,5
360810142011003,5
360810142011004,5
360810142011005,5
360810142012000,5
360810142012001,5
360810142012002,5
360810142012003,5
360810142012004,5
360810142012005,5
360810142021000,5
360810142021001,5
360810142021002,5
360810142021003,5
360810142021004,5
360810142021005,5
360810142021006,5
360810142021007,5
360810142021008,5
360810142021009,5
360810142021010,5
360810142022000,5
360810142022001,5
360810142022002,5
360810142022003,5
360810142022004,5
360810142022005,5
360810142022006,5
360810142022007,5
360810142022008,5
360810142022009,5
360810142022010,5
360810142022011,5
360810142022012,5
360810142022013,5
360810142022014,5
360810142022015,5
360810142022016,5
360810142022017,5
360810144001000,5
360810144001001,5
360810144001002,5
360810144001003,5
360810144001004,5
360810144001005,5
360810144001006,5
360810144001007,5
360810144001008,5
360810144001009,5
360810144001010,5
360810144001011,5
360810148001000,5
360810148001001,5
360810148001002,5
360810148001003,5
360810148001004,5
360810148001005,5
360810148001006,5
360810148001007,5
360810148001008,5
360810148001009,5
360810148001010,5
360810148001011,5
360810148001012,5
360810148001013,5
360810150001000,5
360810150001001,5
360810150001002,5
360810150001003,5
360810150001004,5
360810150001005,5
360810150002000,5
360810150002001,5
360810150002002,5
360810150002003,5
360810150002004,5
360810150002005,5
360810152001000,5
360810152001001,5
360810152001002,5
360810152001003,5
360810152001004,5
360810152001005,5
360810152001006,5
360810152001007,5
360810152001008,5
360810152002000,5
360810152002001,5
360810152002002,5
360810152002003,5
360810152002004,5
360810152002005,5
360810154001000,5
360810154001001,5
360810154001002,5
360810154001003,5
360810154001004,5
360810154001005,5
360810154002000,5
360810154002001,5
360810154002002,5
360810154002003,5
360810154002004,5
360810154002005,5
360810156001000,5
360810156001001,5
360810156001002,5
360810156001003,5
360810156001004,5
360810156001005,5
360810156002000,5
360810156002001,5
360810156002002,5
360810156002003,5
360810156002004,5
360810156002005,5
360810158011000,5
360810158011001,5
360810158011002,5
360810158011003,5
360810158011004,5
360810158011005,5
360810158011006,5
360810158011007,5
360810158012000,5
360810158012001,5
360810158012002,5
360810158012003,5
360810158012004,5
360810158012005,5
360810158012006,5
360810158012007,5
360810158012008,5
360810158013000,5
360810158013001,5
360810158013002,5
360810158013003,5
360810158013004,5
360810158013005,5
360810158013006,5
360810158021000,5
360810158021001,5
360810158021002,5
360810158021003,5
360810158021004,5
360810158021005,5
360810158022000,5
360810158022001,5
360810158022002,5
360810158022003,5
360810158022004,5
360810158023000,5
360810158023001,5
360810158023002,5
360810158023003,5
360810158023004,5
360810158023005,5
360810164001000,5
360810164001001,5
360810164001002,5
360810164001003,5
360810164001004,5
360810164002000,5
360810164002001,5
360810164002002,5
360810164002003,5
360810164002004,5
360810164002005,5
360810166001000,5
360810166001001,5
360810166001002,5
360810166001003,5
360810166001004,5
360810166001005,5
360810166002000,5
360810166002001,5
360810166002002,5
360810166002003,5
360810166002004,5
360810166002005,5
360810168001000,5
